"mp","party","perceived","true","shift","stretch"
"1",1,0,-0.276047773214867,0.656207754294307,0.364369874695338
"1",2,0.986586179213609,-0.0874874238042033,0.656207754294307,0.364369874695338
"1",3,0.986586179213609,0.355001838033406,0.656207754294307,0.364369874695338
"1",4,1.97317235842722,0.833733170755138,0.656207754294307,0.364369874695338
"1",5,0.986586179213609,2.25225573054322,0.656207754294307,0.364369874695338
"2",1,0.986586179213609,-0.276047773214867,1.25132270394534,0.999468622020113
"2",2,0.986586179213609,-0.0874874238042033,1.25132270394534,0.999468622020113
"2",3,1.97317235842722,0.355001838033406,1.25132270394534,0.999468622020113
"2",4,2.95975853764083,0.833733170755138,1.25132270394534,0.999468622020113
"2",5,2.95975853764083,2.25225573054322,1.25132270394534,0.999468622020113
"3",1,0.986586179213609,-0.276047773214867,0.584115871692207,0.519544920957588
"3",2,0,-0.0874874238042033,0.584115871692207,0.519544920957588
"3",3,0.986586179213609,0.355001838033406,0.584115871692207,0.519544920957588
"3",4,1.97317235842722,0.833733170755138,0.584115871692207,0.519544920957588
"3",5,2.95975853764083,2.25225573054322,0.584115871692207,0.519544920957588
"4",1,-0.986586179213609,-0.276047773214867,-0.213082788707178,1.62960465304583
"4",2,-0.986586179213609,-0.0874874238042033,-0.213082788707178,1.62960465304583
"4",3,0,0.355001838033406,-0.213082788707178,1.62960465304583
"4",4,0.986586179213609,0.833733170755138,-0.213082788707178,1.62960465304583
"4",5,3.94634471685444,2.25225573054322,-0.213082788707178,1.62960465304583
"5",1,-0.986586179213609,-0.276047773214867,-0.498064875805728,0.56669655511674
"5",2,-0.986586179213609,-0.0874874238042033,-0.498064875805728,0.56669655511674
"5",3,-0.986586179213609,0.355001838033406,-0.498064875805728,0.56669655511674
"5",4,0.986586179213609,0.833733170755138,-0.498064875805728,0.56669655511674
"5",5,0.986586179213609,2.25225573054322,-0.498064875805728,0.56669655511674
"6",1,-0.986586179213609,-0.276047773214867,-0.556974951815284,1.12452209493795
"6",2,0,-0.0874874238042033,-0.556974951815284,1.12452209493795
"6",3,0,0.355001838033406,-0.556974951815284,1.12452209493795
"6",4,0,0.833733170755138,-0.556974951815284,1.12452209493795
"6",5,1.97317235842722,2.25225573054322,-0.556974951815284,1.12452209493795
"7",1,-0.986586179213609,-0.276047773214867,-0.0278657701903951,0.956915888323757
"7",2,0,-0.0874874238042033,-0.0278657701903951,0.956915888323757
"7",3,0,0.355001838033406,-0.0278657701903951,0.956915888323757
"7",4,0.986586179213609,0.833733170755138,-0.0278657701903951,0.956915888323757
"7",5,1.97317235842722,2.25225573054322,-0.0278657701903951,0.956915888323757
"8",1,0,-0.276047773214867,0.587216199017036,0.753557829406171
"8",2,0.986586179213609,-0.0874874238042033,0.587216199017036,0.753557829406171
"8",3,0.986586179213609,0.355001838033406,0.587216199017036,0.753557829406171
"8",4,0.986586179213609,0.833733170755138,0.587216199017036,0.753557829406171
"8",5,2.95975853764083,2.25225573054322,0.587216199017036,0.753557829406171
"9",1,0,-0.276047773214867,0.526609305214196,0.865500543198965
"9",2,0,-0.0874874238042033,0.526609305214196,0.865500543198965
"9",3,0.986586179213609,0.355001838033406,0.526609305214196,0.865500543198965
"9",4,0.986586179213609,0.833733170755138,0.526609305214196,0.865500543198965
"9",5,2.95975853764083,2.25225573054322,0.526609305214196,0.865500543198965
"10",1,0,-0.276047773214867,0.0288029853731189,0.800379881969926
"10",2,0,-0.0874874238042033,0.0288029853731189,0.800379881969926
"10",3,0.986586179213609,0.355001838033406,0.0288029853731189,0.800379881969926
"10",4,0,0.833733170755138,0.0288029853731189,0.800379881969926
"10",5,1.97317235842722,2.25225573054322,0.0288029853731189,0.800379881969926
"11",1,0,-0.276047773214867,-0.367521447435119,0.527851245051624
"11",2,-0.986586179213609,-0.0874874238042033,-0.367521447435119,0.527851245051624
"11",3,-0.986586179213609,0.355001838033406,-0.367521447435119,0.527851245051624
"11",4,0,0.833733170755138,-0.367521447435119,0.527851245051624
"11",5,0.986586179213609,2.25225573054322,-0.367521447435119,0.527851245051624
"12",1,0.986586179213609,-0.276047773214867,0.465264211548785,1.50659416591054
"12",2,0.986586179213609,-0.0874874238042033,0.465264211548785,1.50659416591054
"12",3,1.97317235842722,0.355001838033406,0.465264211548785,1.50659416591054
"12",4,0.986586179213609,0.833733170755138,0.465264211548785,1.50659416591054
"12",5,4.93293089606805,2.25225573054322,0.465264211548785,1.50659416591054
"13",1,0,-0.276047773214867,0.834105484278391,0.795647965769307
"13",2,0.986586179213609,-0.0874874238042033,0.834105484278391,0.795647965769307
"13",3,0.986586179213609,0.355001838033406,0.834105484278391,0.795647965769307
"13",4,1.97317235842722,0.833733170755138,0.834105484278391,0.795647965769307
"13",5,2.95975853764083,2.25225573054322,0.834105484278391,0.795647965769307
"14",1,0,-0.276047773214867,0.279843943014343,0.909456604860025
"14",2,0,-0.0874874238042033,0.279843943014343,0.909456604860025
"14",3,0.986586179213609,0.355001838033406,0.279843943014343,0.909456604860025
"14",4,0.986586179213609,0.833733170755138,0.279843943014343,0.909456604860025
"14",5,2.95975853764083,2.25225573054322,0.279843943014343,0.909456604860025
"15",1,0,-0.276047773214867,-0.376987385738696,1.59187792763241
"15",2,-0.986586179213609,-0.0874874238042033,-0.376987385738696,1.59187792763241
"15",3,-0.986586179213609,0.355001838033406,-0.376987385738696,1.59187792763241
"15",4,0.986586179213609,0.833733170755138,-0.376987385738696,1.59187792763241
"15",5,2.95975853764083,2.25225573054322,-0.376987385738696,1.59187792763241
"16",1,0.986586179213609,-0.276047773214867,0.628277097307564,0.195752754311299
"16",2,0.986586179213609,-0.0874874238042033,0.628277097307564,0.195752754311299
"16",3,0.986586179213609,0.355001838033406,0.628277097307564,0.195752754311299
"16",4,0.986586179213609,0.833733170755138,0.628277097307564,0.195752754311299
"16",5,0.986586179213609,2.25225573054322,0.628277097307564,0.195752754311299
"17",1,0,-0.276047773214867,0.0192462735142043,-0.136219931169384
"17",2,0,-0.0874874238042033,0.0192462735142043,-0.136219931169384
"17",3,0.986586179213609,0.355001838033406,0.0192462735142043,-0.136219931169384
"17",4,0,0.833733170755138,0.0192462735142043,-0.136219931169384
"17",5,-0.986586179213609,2.25225573054322,0.0192462735142043,-0.136219931169384
"18",1,0,-0.276047773214867,0.0947699134211797,-0.020303958091809
"18",2,0.986586179213609,-0.0874874238042033,0.0947699134211797,-0.020303958091809
"18",3,0,0.355001838033406,0.0947699134211797,-0.020303958091809
"18",4,0,0.833733170755138,0.0947699134211797,-0.020303958091809
"18",5,-0.986586179213609,2.25225573054322,0.0947699134211797,-0.020303958091809
"19",1,0,-0.276047773214867,0.231297475417059,0.675996823100918
"19",2,0,-0.0874874238042033,0.231297475417059,0.675996823100918
"19",3,1.97317235842722,0.355001838033406,0.231297475417059,0.675996823100918
"19",4,1.97317235842722,0.833733170755138,0.231297475417059,0.675996823100918
"19",5,1.97317235842722,2.25225573054322,0.231297475417059,0.675996823100918
"20",1,0,-0.276047773214867,-0.21368152655586,1.35886111873684
"20",2,0,-0.0874874238042033,-0.21368152655586,1.35886111873684
"20",3,0,0.355001838033406,-0.21368152655586,1.35886111873684
"20",4,0,0.833733170755138,-0.21368152655586,1.35886111873684
"20",5,2.95975853764083,2.25225573054322,-0.21368152655586,1.35886111873684
"21",1,-0.986586179213609,-0.276047773214867,0.0082930010411691,0.948299994067084
"21",2,0,-0.0874874238042033,0.0082930010411691,0.948299994067084
"21",3,0.986586179213609,0.355001838033406,0.0082930010411691,0.948299994067084
"21",4,0.986586179213609,0.833733170755138,0.0082930010411691,0.948299994067084
"21",5,0,2.25225573054322,0.0082930010411691,0.948299994067084
"22",1,0,-0.276047773214867,0.352439550985605,1.16350868097015
"22",2,0.986586179213609,-0.0874874238042033,0.352439550985605,1.16350868097015
"22",3,0.986586179213609,0.355001838033406,0.352439550985605,1.16350868097015
"22",4,0.986586179213609,0.833733170755138,0.352439550985605,1.16350868097015
"22",5,2.95975853764083,2.25225573054322,0.352439550985605,1.16350868097015
"23",1,0.986586179213609,-0.276047773214867,0.485924660431718,0.511201334394592
"23",2,0.986586179213609,-0.0874874238042033,0.485924660431718,0.511201334394592
"23",3,0,0.355001838033406,0.485924660431718,0.511201334394592
"23",4,1.97317235842722,0.833733170755138,0.485924660431718,0.511201334394592
"23",5,1.97317235842722,2.25225573054322,0.485924660431718,0.511201334394592
"24",1,-0.986586179213609,-0.276047773214867,-0.310245801506423,1.17072149135938
"24",2,0,-0.0874874238042033,-0.310245801506423,1.17072149135938
"24",3,-0.986586179213609,0.355001838033406,-0.310245801506423,1.17072149135938
"24",4,0.986586179213609,0.833733170755138,-0.310245801506423,1.17072149135938
"24",5,1.97317235842722,2.25225573054322,-0.310245801506423,1.17072149135938
"25",1,0,-0.276047773214867,-0.427933498584138,1.02191119602399
"25",2,-0.986586179213609,-0.0874874238042033,-0.427933498584138,1.02191119602399
"25",3,0.986586179213609,0.355001838033406,-0.427933498584138,1.02191119602399
"25",4,0.986586179213609,0.833733170755138,-0.427933498584138,1.02191119602399
"25",5,0.986586179213609,2.25225573054322,-0.427933498584138,1.02191119602399
"26",1,0,-0.276047773214867,0.034779163559704,0.489210818390103
"26",2,-0.986586179213609,-0.0874874238042033,0.034779163559704,0.489210818390103
"26",3,0.986586179213609,0.355001838033406,0.034779163559704,0.489210818390103
"26",4,0,0.833733170755138,0.034779163559704,0.489210818390103
"26",5,0.986586179213609,2.25225573054322,0.034779163559704,0.489210818390103
"27",1,-0.986586179213609,-0.276047773214867,-0.523099135004409,1.39671385958288
"27",2,-0.986586179213609,-0.0874874238042033,-0.523099135004409,1.39671385958288
"27",3,0,0.355001838033406,-0.523099135004409,1.39671385958288
"27",4,0.986586179213609,0.833733170755138,-0.523099135004409,1.39671385958288
"27",5,2.95975853764083,2.25225573054322,-0.523099135004409,1.39671385958288
"28",1,-0.986586179213609,-0.276047773214867,-1.37443419128571,1.25081222892206
"28",2,-0.986586179213609,-0.0874874238042033,-1.37443419128571,1.25081222892206
"28",3,-0.986586179213609,0.355001838033406,-1.37443419128571,1.25081222892206
"28",4,0,0.833733170755138,-1.37443419128571,1.25081222892206
"28",5,1.97317235842722,2.25225573054322,-1.37443419128571,1.25081222892206
"29",1,-0.986586179213609,-0.276047773214867,-0.564929805133499,0.222764823182327
