"country","mp","party","perceived","true","shift","stretch","shift_country","stretch_country","mp_num"
"a","1_a","PM",-0.780468837193433,-0.833733170755138,0.356467123913184,0.785513950643937,0.225225573054322,0.166892025826734,1
"a","1_a","2nd",0.780468837193433,0.276047773214867,0.356467123913184,0.785513950643937,0.225225573054322,0.166892025826734,1
"a","2_a","PM",0,-0.833733170755138,0.475490113843391,1.1665731990388,0.225225573054322,0.166892025826734,2
"a","2_a","2nd",0.780468837193433,0.276047773214867,0.475490113843391,1.1665731990388,0.225225573054322,0.166892025826734,2
"a","3_a","PM",-0.780468837193433,-0.833733170755138,0.342048747392764,0.878618978401287,0.225225573054322,0.166892025826734,3
"a","3_a","2nd",0.780468837193433,0.276047773214867,0.342048747392764,0.878618978401287,0.225225573054322,0.166892025826734,3
"a","4_a","PM",-1.56093767438687,-0.833733170755138,0.182609015312887,1.54465481765423,0.225225573054322,0.166892025826734,4
"a","4_a","2nd",0,0.276047773214867,0.182609015312887,1.54465481765423,0.225225573054322,0.166892025826734,4
"a","5_a","PM",0,-0.833733170755138,0.125612597893177,0.906909958896778,0.225225573054322,0.166892025826734,5
"a","5_a","2nd",0.780468837193433,0.276047773214867,0.125612597893177,0.906909958896778,0.225225573054322,0.166892025826734,5
"a","6_a","PM",-0.780468837193433,-0.833733170755138,0.113830582691266,1.2416052827895,0.225225573054322,0.166892025826734,6
"a","6_a","2nd",0.780468837193433,0.276047773214867,0.113830582691266,1.2416052827895,0.225225573054322,0.166892025826734,6
"a","7_a","PM",-0.780468837193433,-0.833733170755138,0.219652419016243,1.14104155882099,0.225225573054322,0.166892025826734,7
"a","7_a","2nd",0,0.276047773214867,0.219652419016243,1.14104155882099,0.225225573054322,0.166892025826734,7
"a","8_a","PM",-0.780468837193433,-0.833733170755138,0.34266881285773,1.01902672347044,0.225225573054322,0.166892025826734,8
"a","8_a","2nd",0.780468837193433,0.276047773214867,0.34266881285773,1.01902672347044,0.225225573054322,0.166892025826734,8
"a","9_a","PM",0,-0.833733170755138,0.330547434097162,1.08619235174611,0.225225573054322,0.166892025826734,9
"a","9_a","2nd",0.780468837193433,0.276047773214867,0.330547434097162,1.08619235174611,0.225225573054322,0.166892025826734,9
"a","10_a","PM",-0.780468837193433,-0.833733170755138,0.230986170128946,1.04711995500869,0.225225573054322,0.166892025826734,10
"a","10_a","2nd",0,0.276047773214867,0.230986170128946,1.04711995500869,0.225225573054322,0.166892025826734,10
"a","11_a","PM",-0.780468837193433,-0.833733170755138,0.151721283567299,0.883602772857709,0.225225573054322,0.166892025826734,11
"a","11_a","2nd",0,0.276047773214867,0.151721283567299,0.883602772857709,0.225225573054322,0.166892025826734,11
"a","12_a","PM",-0.780468837193433,-0.833733170755138,0.31827841536408,1.47084852537306,0.225225573054322,0.166892025826734,12
"a","12_a","2nd",0.780468837193433,0.276047773214867,0.31827841536408,1.47084852537306,0.225225573054322,0.166892025826734,12
"a","13_a","PM",0,-0.833733170755138,0.392046669910001,1.04428080528832,0.225225573054322,0.166892025826734,13
"a","13_a","2nd",0.780468837193433,0.276047773214867,0.392046669910001,1.04428080528832,0.225225573054322,0.166892025826734,13
"a","14_a","PM",0,-0.833733170755138,0.281194361657191,1.11256598874275,0.225225573054322,0.166892025826734,14
"a","14_a","2nd",0,0.276047773214867,0.281194361657191,1.11256598874275,0.225225573054322,0.166892025826734,14
"a","15_a","PM",-1.56093767438687,-0.833733170755138,0.149828095906583,1.52201878240618,0.225225573054322,0.166892025826734,15
"a","15_a","2nd",0.780468837193433,0.276047773214867,0.149828095906583,1.52201878240618,0.225225573054322,0.166892025826734,15
"a","16_a","PM",-0.780468837193433,-0.833733170755138,0.350880992515835,0.684343678413514,0.225225573054322,0.166892025826734,16
"a","16_a","2nd",0.780468837193433,0.276047773214867,0.350880992515835,0.684343678413514,0.225225573054322,0.166892025826734,16
"a","17_a","PM",-1.56093767438687,-0.833733170755138,0.229074827757163,0.485160067125104,0.225225573054322,0.166892025826734,17
"a","17_a","2nd",0.780468837193433,0.276047773214867,0.229074827757163,0.485160067125104,0.225225573054322,0.166892025826734,17
"a","18_a","PM",-0.780468837193433,-0.833733170755138,0.244179555738558,0.554709650971649,0.225225573054322,0.166892025826734,18
"a","18_a","2nd",0.780468837193433,0.276047773214867,0.244179555738558,0.554709650971649,0.225225573054322,0.166892025826734,18
"a","19_a","PM",-0.780468837193433,-0.833733170755138,0.271485068137734,0.972490119687285,0.225225573054322,0.166892025826734,19
"a","19_a","2nd",0.780468837193433,0.276047773214867,0.271485068137734,0.972490119687285,0.225225573054322,0.166892025826734,19
"a","20_a","PM",-0.780468837193433,-0.833733170755138,0.18248926774315,1.38220869706884,0.225225573054322,0.166892025826734,20
"a","20_a","2nd",1.56093767438687,0.276047773214867,0.18248926774315,1.38220869706884,0.225225573054322,0.166892025826734,20
"a","21_a","PM",-0.780468837193433,-0.833733170755138,0.226884173262556,1.13587202226698,0.225225573054322,0.166892025826734,21
"a","21_a","2nd",0,0.276047773214867,0.226884173262556,1.13587202226698,0.225225573054322,0.166892025826734,21
"a","22_a","PM",-0.780468837193433,-0.833733170755138,0.295713483251443,1.26499723440883,0.225225573054322,0.166892025826734,22
"a","22_a","2nd",0.780468837193433,0.276047773214867,0.295713483251443,1.26499723440883,0.225225573054322,0.166892025826734,22
"a","23_a","PM",-0.780468837193433,-0.833733170755138,0.322410505140666,0.873612826463489,0.225225573054322,0.166892025826734,23
"a","23_a","2nd",0.780468837193433,0.276047773214867,0.322410505140666,0.873612826463489,0.225225573054322,0.166892025826734,23
"a","24_a","PM",0,-0.833733170755138,0.163176412753038,1.26932492064236,0.225225573054322,0.166892025826734,24
