"country","mp","party","perceived","true","shift","stretch","shift_country","stretch_country"
"k","1_k",1,0.181405217092128,-1.26295961966528,0.199272345875102,0.749093433898066,-0.0134746274182457,-0.19896430779631
"k","1_k",5,0.0341458841792469,0.345472776588195,0.199272345875102,0.749093433898066,-0.0134746274182457,-0.19896430779631
"k","2_k",3,-0.655084401552099,-0.605176319863378,0.0795290821577474,0.704129538660996,-0.0134746274182457,-0.19896430779631
"k","2_k",6,-0.536585713143425,1.01095336886338,0.0795290821577474,0.704129538660996,-0.0134746274182457,-0.19896430779631
"k","3_k",4,0.072081027856023,0.127029143308953,-0.0192065924979059,1.20260838646766,-0.0134746274182457,-0.19896430779631
"k","3_k",5,1.68738413758082,0.345472776588195,-0.0192065924979059,1.20260838646766,-0.0134746274182457,-0.19896430779631
"k","4_k",6,-0.149546400054703,1.01095336886338,-0.0229564101714261,0.791466734624316,-0.0134746274182457,-0.19896430779631
"k","4_k",7,2.73321256235686,1.43307004472551,-0.0229564101714261,0.791466734624316,-0.0134746274182457,-0.19896430779631
"k","5_k",1,-1.82625624381675,-1.26295961966528,0.0518695175931209,0.885764076276628,-0.0134746274182457,-0.19896430779631
"k","5_k",2,-0.670820328057091,-1.13185353295632,0.0518695175931209,0.885764076276628,-0.0134746274182457,-0.19896430779631
"k","6_k",1,-2.47056716026541,-1.26295961966528,0.0730846362990654,1.24934558221349,-0.0134746274182457,-0.19896430779631
"k","6_k",5,0.15787932306499,0.345472776588195,0.0730846362990654,1.24934558221349,-0.0134746274182457,-0.19896430779631
"k","7_k",2,-2.22969292108461,-1.13185353295632,-0.170889870453935,0.974741259287357,-0.0134746274182457,-0.19896430779631
"k","7_k",5,-0.609040885789499,0.345472776588195,-0.170889870453935,0.974741259287357,-0.0134746274182457,-0.19896430779631
"k","8_k",5,1.40953422863553,0.345472776588195,0.142136356981782,0.552819004620112,-0.0134746274182457,-0.19896430779631
"k","8_k",6,0.564656125405125,1.01095336886338,0.142136356981782,0.552819004620112,-0.0134746274182457,-0.19896430779631
"k","9_k",1,-0.641555232172081,-1.26295961966528,-0.0808759622564591,0.859315301817472,-0.0134746274182457,-0.19896430779631
