"country","mp","party","perceived","true","shift","stretch","shift_country","stretch_country"
"j","1_j",3,-1.04655677557539,-0.4272299148145,-0.0151039531461238,0.892205807504804,0.0283558918336827,-0.125910215300519
"j","1_j",7,0.507973168550321,1.26607215352634,-0.0151039531461238,0.892205807504804,0.0283558918336827,-0.125910215300519
"j","2_j",5,1.92453855176033,0.613359339238939,0.0970741898560824,0.926667516830218,0.0283558918336827,-0.125910215300519
"j","2_j",6,0.175685809691364,1.11955582279995,0.0970741898560824,0.926667516830218,0.0283558918336827,-0.125910215300519
"j","3_j",3,-0.911114305532416,-0.4272299148145,0.0332869789635772,1.0695136595614,0.0283558918336827,-0.125910215300519
"j","3_j",5,0.635339316703729,0.613359339238939,0.0332869789635772,1.0695136595614,0.0283558918336827,-0.125910215300519
"j","4_j",6,-0.57767572613515,1.11955582279995,-0.0333737372852782,1.29134860982598,0.0283558918336827,-0.125910215300519
"j","4_j",7,2.95103632137599,1.26607215352634,-0.0333737372852782,1.29134860982598,0.0283558918336827,-0.125910215300519
"j","5_j",2,-1.15719249456727,-0.62544277767629,-0.0697251357954455,0.324758739604726,0.0283558918336827,-0.125910215300519
"j","5_j",3,-0.869236516897577,-0.4272299148145,-0.0697251357954455,0.324758739604726,0.0283558918336827,-0.125910215300519
"j","6_j",5,0.251644441866788,0.613359339238939,0.0620229678259505,1.03646070438396,0.0283558918336827,-0.125910215300519
"j","6_j",7,1.09582952595768,1.26607215352634,0.0620229678259505,1.03646070438396,0.0283558918336827,-0.125910215300519
"j","7_j",3,1.0050293758658,-0.4272299148145,0.0563923735850841,0.80567642775828,0.0283558918336827,-0.125910215300519
"j","7_j",7,-0.0884023100477764,1.26607215352634,0.0563923735850841,0.80567642775828,0.0283558918336827,-0.125910215300519
"j","8_j",1,-2.03150096103194,-0.770964207622095,-0.0109500285585362,1.30704143619598,0.0283558918336827,-0.125910215300519
"j","8_j",3,-0.538884472815772,-0.4272299148145,-0.0109500285585362,1.30704143619598,0.0283558918336827,-0.125910215300519
"j","9_j",2,-0.252797423651213,-0.62544277767629,0.0780428199718916,1.37155767787695,0.0283558918336827,-0.125910215300519
"j","9_j",5,1.37570936165173,0.613359339238939,0.0780428199718916,1.37155767787695,0.0283558918336827,-0.125910215300519
"j","10_j",1,0.075716351317191,-0.770964207622095,0.102229097023132,0.528068155372486,0.0283558918336827,-0.125910215300519
"j","10_j",5,1.10276837773117,0.613359339238939,0.102229097023132,0.528068155372486,0.0283558918336827,-0.125910215300519
"j","11_j",6,0.351330601644712,1.11955582279995,0.164444636432516,0.50645611227804,0.0283558918336827,-0.125910215300519
"j","11_j",7,0.724773335779765,1.26607215352634,0.164444636432516,0.50645611227804,0.0283558918336827,-0.125910215300519
"j","12_j",1,-1.88162323302902,-0.770964207622095,0.0378844783252863,0.406654876830019,0.0283558918336827,-0.125910215300519
"j","12_j",7,1.08662749368638,1.26607215352634,0.0378844783252863,0.406654876830019,0.0283558918336827,-0.125910215300519
"j","13_j",4,-0.170930898077815,-0.104412620390017,0.1550960605799,0.530629276796028,0.0283558918336827,-0.125910215300519
"j","13_j",6,2.0108043529375,1.11955582279995,0.1550960605799,0.530629276796028,0.0283558918336827,-0.125910215300519
"j","14_j",2,-0.46659952454901,-0.62544277767629,-0.019053943220272,1.28387705222202,0.0283558918336827,-0.125910215300519
"j","14_j",6,1.41951461894693,1.11955582279995,-0.019053943220272,1.28387705222202,0.0283558918336827,-0.125910215300519
"j","15_j",3,-0.199080782003279,-0.4272299148145,-0.0499253961354983,1.23578962986316,0.0283558918336827,-0.125910215300519
"j","15_j",5,1.64365324115188,0.613359339238939,-0.0499253961354983,1.23578962986316,0.0283558918336827,-0.125910215300519
"j","16_j",3,0.234911584121678,-0.4272299148145,0.140933436917185,0.709238032799893,0.0283558918336827,-0.125910215300519
"j","16_j",7,0.423991088495415,1.26607215352634,0.140933436917185,0.709238032799893,0.0283558918336827,-0.125910215300519
"j","17_j",6,1.43026802329662,1.11955582279995,-0.0683003270781512,0.660503118836847,0.0283558918336827,-0.125910215300519
"j","17_j",7,1.42611520887809,1.26607215352634,-0.0683003270781512,0.660503118836847,0.0283558918336827,-0.125910215300519
"j","18_j",1,0.253779139993754,-0.770964207622095,0.0472714341423274,0.0838347533546335,0.0283558918336827,-0.125910215300519
"j","18_j",7,-0.751616535220806,1.26607215352634,0.0472714341423274,0.0838347533546335,0.0283558918336827,-0.125910215300519
"j","19_j",3,0.207636504191131,-0.4272299148145,-0.0435528676355118,-0.186799291151204,0.0283558918336827,-0.125910215300519
"j","19_j",7,-0.302334232715209,1.26607215352634,-0.0435528676355118,-0.186799291151204,0.0283558918336827,-0.125910215300519
"j","20_j",1,0.537870645308379,-0.770964207622095,-0.0202385223621543,0.649152340412839,0.0283558918336827,-0.125910215300519
"j","20_j",4,-1.0816246281263,-0.104412620390017,-0.0202385223621543,0.649152340412839,0.0283558918336827,-0.125910215300519
"j","21_j",1,-1.60534041355551,-0.770964207622095,0.0289105965322604,0.782687086915022,0.0283558918336827,-0.125910215300519
"j","21_j",4,-1.47225307442654,-0.104412620390017,0.0289105965322604,0.782687086915022,0.0283558918336827,-0.125910215300519
"j","22_j",1,-0.362954192908589,-0.770964207622095,-0.0130786359008107,0.906641052483828,0.0283558918336827,-0.125910215300519
"j","22_j",6,1.34995364096873,1.11955582279995,-0.0130786359008107,0.906641052483828,0.0283558918336827,-0.125910215300519
"j","23_j",2,-0.0831785907244697,-0.62544277767629,-0.0585121803972522,0.516493158071719,0.0283558918336827,-0.125910215300519
"j","23_j",6,1.10263472916708,1.11955582279995,-0.0585121803972522,0.516493158071719,0.0283558918336827,-0.125910215300519
"j","24_j",2,-0.0159198297443223,-0.62544277767629,0.114303174248673,1.33935343598543,0.0283558918336827,-0.125910215300519
"j","24_j",4,0.468074090663438,-0.104412620390017,0.114303174248673,1.33935343598543,0.0283558918336827,-0.125910215300519
"j","25_j",2,0.239795220783784,-0.62544277767629,-0.121792823516315,0.598176746860478,0.0283558918336827,-0.125910215300519
"j","25_j",3,-1.5384127653817,-0.4272299148145,-0.121792823516315,0.598176746860478,0.0283558918336827,-0.125910215300519
"j","26_j",2,-1.58705857621672,-0.62544277767629,0.129210035490912,1.47985470058727,0.0283558918336827,-0.125910215300519
"j","26_j",4,-0.597841887137458,-0.104412620390017,0.129210035490912,1.47985470058727,0.0283558918336827,-0.125910215300519
"j","27_j",1,0.432711603847284,-0.770964207622095,-0.088294783376011,1.30312301719056,0.0283558918336827,-0.125910215300519
